area_name,area_code,date,new_deaths,total_deaths
Hounslow,E09000018,2021-03-06,1,556
Islington,E09000019,2021-03-06,1,291
Kensington and Chelsea,E09000020,2021-03-06,0,213
Kingston upon Thames,E09000021,2021-03-06,0,291
Lambeth,E09000022,2021-03-06,0,508
Lewisham,E09000023,2021-03-06,0,512
Merton,E09000024,2021-03-06,0,398
Newham,E09000025,2021-03-06,0,617
Redbridge,E09000026,2021-03-06,1,733
Richmond upon Thames,E09000027,2021-03-06,1,272
Southwark,E09000028,2021-03-06,0,336
Sutton,E09000029,2021-03-06,1,433
Tower Hamlets,E09000030,2021-03-06,0,392
Waltham Forest,E09000031,2021-03-06,0,470
Wandsworth,E09000032,2021-03-06,0,432
Westminster,E09000033,2021-03-06,0,301
Barking and Dagenham,E09000002,2021-03-07,1,460
Barnet,E09000003,2021-03-07,0,744
Bexley,E09000004,2021-03-07,2,559
Brent,E09000005,2021-03-07,0,689
Bromley,E09000006,2021-03-07,0,614
Camden,E09000007,2021-03-07,0,269
Croydon,E09000008,2021-03-07,0,798
Ealing,E09000009,2021-03-07,0,614
Enfield,E09000010,2021-03-07,0,581
Greenwich,E09000011,2021-03-07,1,433
Hackney and City of London,E09000012,2021-03-07,0,428
Hammersmith and Fulham,E09000013,2021-03-07,0,232
Haringey,E09000014,2021-03-07,0,384
Harrow,E09000015,2021-03-07,0,502
Havering,E09000016,2021-03-07,1,829
Hillingdon,E09000017,2021-03-07,0,620
Hounslow,E09000018,2021-03-07,0,556
Islington,E09000019,2021-03-07,0,291
Kensington and Chelsea,E09000020,2021-03-07,0,213
Kingston upon Thames,E09000021,2021-03-07,0,291
Lambeth,E09000022,2021-03-07,0,508
Lewisham,E09000023,2021-03-07,0,512
Merton,E09000024,2021-03-07,1,399
Newham,E09000025,2021-03-07,0,617
Redbridge,E09000026,2021-03-07,1,734
Richmond upon Thames,E09000027,2021-03-07,0,272
Southwark,E09000028,2021-03-07,1,337
Sutton,E09000029,2021-03-07,0,433
Tower Hamlets,E09000030,2021-03-07,0,392
Waltham Forest,E09000031,2021-03-07,0,470
Wandsworth,E09000032,2021-03-07,0,432
Westminster,E09000033,2021-03-07,1,302
Barking and Dagenham,E09000002,2021-03-08,0,460
Barnet,E09000003,2021-03-08,0,744
Bexley,E09000004,2021-03-08,0,559
Brent,E09000005,2021-03-08,1,690
Bromley,E09000006,2021-03-08,1,615
Camden,E09000007,2021-03-08,0,269
Croydon,E09000008,2021-03-08,0,798
Ealing,E09000009,2021-03-08,0,614
Enfield,E09000010,2021-03-08,0,581
Greenwich,E09000011,2021-03-08,1,434
Hackney and City of London,E09000012,2021-03-08,0,428
Hammersmith and Fulham,E09000013,2021-03-08,0,232
Haringey,E09000014,2021-03-08,1,385
Harrow,E09000015,2021-03-08,1,503
Havering,E09000016,2021-03-08,2,831
Hillingdon,E09000017,2021-03-08,0,620
Hounslow,E09000018,2021-03-08,0,556
Islington,E09000019,2021-03-08,0,291
Kensington and Chelsea,E09000020,2021-03-08,0,213
Kingston upon Thames,E09000021,2021-03-08,0,291
Lambeth,E09000022,2021-03-08,0,508
Lewisham,E09000023,2021-03-08,0,512
Merton,E09000024,2021-03-08,0,399
Newham,E09000025,2021-03-08,0,617
Redbridge,E09000026,2021-03-08,0,734
Richmond upon Thames,E09000027,2021-03-08,0,272
Southwark,E09000028,2021-03-08,0,337
Sutton,E09000029,2021-03-08,0,433
Tower Hamlets,E09000030,2021-03-08,0,392
Waltham Forest,E09000031,2021-03-08,0,470
Wandsworth,E09000032,2021-03-08,0,432
Westminster,E09000033,2021-03-08,0,302
Barking and Dagenham,E09000002,2021-03-09,0,460
Barnet,E09000003,2021-03-09,0,744
Bexley,E09000004,2021-03-09,1,560
Brent,E09000005,2021-03-09,0,690
Bromley,E09000006,2021-03-09,2,617
Camden,E09000007,2021-03-09,0,269
Croydon,E09000008,2021-03-09,1,799
Ealing,E09000009,2021-03-09,0,614
Enfield,E09000010,2021-03-09,0,581
Greenwich,E09000011,2021-03-09,0,434
Hackney and City of London,E09000012,2021-03-09,0,428
Hammersmith and Fulham,E09000013,2021-03-09,0,232
Haringey,E09000014,2021-03-09,0,385
Harrow,E09000015,2021-03-09,0,503
Havering,E09000016,2021-03-09,0,831
Hillingdon,E09000017,2021-03-09,1,621
Hounslow,E09000018,2021-03-09,1,557
Islington,E09000019,2021-03-09,0,291
Kensington and Chelsea,E09000020,2021-03-09,0,213
Kingston upon Thames,E09000021,2021-03-09,0,291
Lambeth,E09000022,2021-03-09,0,508
Lewisham,E09000023,2021-03-09,1,513
Merton,E09000024,2021-03-09,1,400
Newham,E09000025,2021-03-09,0,617
Redbridge,E09000026,2021-03-09,1,735
Richmond upon Thames,E09000027,2021-03-09,1,273
Southwark,E09000028,2021-03-09,0,337
Sutton,E09000029,2021-03-09,0,433
Tower Hamlets,E09000030,2021-03-09,0,392
Waltham Forest,E09000031,2021-03-09,0,470
Wandsworth,E09000032,2021-03-09,0,432
Westminster,E09000033,2021-03-09,0,302
Barking and Dagenham,E09000002,2021-03-10,0,460
Barnet,E09000003,2021-03-10,0,744
Bexley,E09000004,2021-03-10,0,560
Brent,E09000005,2021-03-10,0,690
Bromley,E09000006,2021-03-10,1,618
Camden,E09000007,2021-03-10,0,269
Croydon,E09000008,2021-03-10,0,799
Ealing,E09000009,2021-03-10,0,614
Enfield,E09000010,2021-03-10,0,581
Greenwich,E09000011,2021-03-10,0,434
Hackney and City of London,E09000012,2021-03-10,0,428
Hammersmith and Fulham,E09000013,2021-03-10,0,232
Haringey,E09000014,2021-03-10,0,385
Harrow,E09000015,2021-03-10,0,503
Havering,E09000016,2021-03-10,3,834
Hillingdon,E09000017,2021-03-10,1,622
Hounslow,E09000018,2021-03-10,0,557
Islington,E09000019,2021-03-10,0,291
Kensington and Chelsea,E09000020,2021-03-10,0,213
Kingston upon Thames,E09000021,2021-03-10,0,291
Lambeth,E09000022,2021-03-10,0,508
Lewisham,E09000023,2021-03-10,0,513
Merton,E09000024,2021-03-10,1,401
Newham,E09000025,2021-03-10,1,618
Redbridge,E09000026,2021-03-10,1,736
Richmond upon Thames,E09000027,2021-03-10,0,273
Southwark,E09000028,2021-03-10,1,338
Sutton,E09000029,2021-03-10,0,433
Tower Hamlets,E09000030,2021-03-10,1,393
Waltham Forest,E09000031,2021-03-10,0,470
Wandsworth,E09000032,2021-03-10,0,432
Westminster,E09000033,2021-03-10,0,302
Barking and Dagenham,E09000002,2021-03-11,1,461
Barnet,E09000003,2021-03-11,1,745
Bexley,E09000004,2021-03-11,0,560
Brent,E09000005,2021-03-11,0,690
Bromley,E09000006,2021-03-11,0,618
Camden,E09000007,2021-03-11,0,269
Croydon,E09000008,2021-03-11,0,799
Ealing,E09000009,2021-03-11,0,614
Enfield,E09000010,2021-03-11,0,581
Greenwich,E09000011,2021-03-11,2,436
Hackney and City of London,E09000012,2021-03-11,1,429
Hammersmith and Fulham,E09000013,2021-03-11,1,233
Haringey,E09000014,2021-03-11,0,385
Harrow,E09000015,2021-03-11,0,503
Havering,E09000016,2021-03-11,1,835
Hillingdon,E09000017,2021-03-11,0,622
Hounslow,E09000018,2021-03-11,0,557
Islington,E09000019,2021-03-11,0,291
Kensington and Chelsea,E09000020,2021-03-11,0,213
Kingston upon Thames,E09000021,2021-03-11,0,291
Lambeth,E09000022,2021-03-11,0,508
Lewisham,E09000023,2021-03-11,0,513
Merton,E09000024,2021-03-11,0,401
Newham,E09000025,2021-03-11,0,618
Redbridge,E09000026,2021-03-11,0,736
Richmond upon Thames,E09000027,2021-03-11,0,273
Southwark,E09000028,2021-03-11,0,338
Sutton,E09000029,2021-03-11,0,433
Tower Hamlets,E09000030,2021-03-11,0,393
Waltham Forest,E09000031,2021-03-11,0,470
Wandsworth,E09000032,2021-03-11,0,432
Westminster,E09000033,2021-03-11,0,302
Barking and Dagenham,E09000002,2021-03-12,1,462
Barnet,E09000003,2021-03-12,0,745
Bexley,E09000004,2021-03-12,0,560
Brent,E09000005,2021-03-12,0,690
Bromley,E09000006,2021-03-12,0,618
Camden,E09000007,2021-03-12,0,269
Croydon,E09000008,2021-03-12,0,799
Ealing,E09000009,2021-03-12,0,614
Enfield,E09000010,2021-03-12,0,581
Greenwich,E09000011,2021-03-12,0,436
Hackney and City of London,E09000012,2021-03-12,0,429
Hammersmith and Fulham,E09000013,2021-03-12,0,233
Haringey,E09000014,2021-03-12,0,385
Harrow,E09000015,2021-03-12,0,503
Havering,E09000016,2021-03-12,0,835
Hillingdon,E09000017,2021-03-12,0,622
Hounslow,E09000018,2021-03-12,0,557
Islington,E09000019,2021-03-12,0,291
Kensington and Chelsea,E09000020,2021-03-12,0,213
Kingston upon Thames,E09000021,2021-03-12,0,291
Lambeth,E09000022,2021-03-12,0,508
Lewisham,E09000023,2021-03-12,0,513
Merton,E09000024,2021-03-12,0,401
Newham,E09000025,2021-03-12,0,618
Redbridge,E09000026,2021-03-12,0,736
Richmond upon Thames,E09000027,2021-03-12,0,273
Southwark,E09000028,2021-03-12,0,338
Sutton,E09000029,2021-03-12,0,433
Tower Hamlets,E09000030,2021-03-12,0,393
Waltham Forest,E09000031,2021-03-12,0,470
Wandsworth,E09000032,2021-03-12,0,432
Westminster,E09000033,2021-03-12,0,302
Barking and Dagenham,E09000002,2021-03-13,0,462
Barnet,E09000003,2021-03-13,0,745
Bexley,E09000004,2021-03-13,1,561
Brent,E09000005,2021-03-13,0,690
Bromley,E09000006,2021-03-13,0,618
Camden,E09000007,2021-03-13,0,269
Croydon,E09000008,2021-03-13,1,800
Ealing,E09000009,2021-03-13,2,616
Enfield,E09000010,2021-03-13,0,581
Greenwich,E09000011,2021-03-13,0,436
Hackney and City of London,E09000012,2021-03-13,0,429
Hammersmith and Fulham,E09000013,2021-03-13,0,233
Haringey,E09000014,2021-03-13,0,385
Harrow,E09000015,2021-03-13,0,503
Havering,E09000016,2021-03-13,0,835
Hillingdon,E09000017,2021-03-13,0,622
Hounslow,E09000018,2021-03-13,0,557
Islington,E09000019,2021-03-13,1,292
Kensington and Chelsea,E09000020,2021-03-13,0,213
Kingston upon Thames,E09000021,2021-03-13,0,291
Lambeth,E09000022,2021-03-13,0,508
Lewisham,E09000023,2021-03-13,0,513
Merton,E09000024,2021-03-13,2,403
Newham,E09000025,2021-03-13,0,618
Redbridge,E09000026,2021-03-13,0,736
Richmond upon Thames,E09000027,2021-03-13,1,274
Southwark,E09000028,2021-03-13,0,338
Sutton,E09000029,2021-03-13,0,433
Tower Hamlets,E09000030,2021-03-13,0,393
Waltham Forest,E09000031,2021-03-13,0,470
Wandsworth,E09000032,2021-03-13,0,432
Westminster,E09000033,2021-03-13,0,302
Barking and Dagenham,E09000002,2021-03-14,1,463
Barnet,E09000003,2021-03-14,1,746
Bexley,E09000004,2021-03-14,0,561
Brent,E09000005,2021-03-14,0,690
Bromley,E09000006,2021-03-14,0,618
Camden,E09000007,2021-03-14,0,269
Croydon,E09000008,2021-03-14,1,801
Ealing,E09000009,2021-03-14,0,616
Enfield,E09000010,2021-03-14,0,581
Greenwich,E09000011,2021-03-14,0,436
Hackney and City of London,E09000012,2021-03-14,0,429
Hammersmith and Fulham,E09000013,2021-03-14,0,233
Haringey,E09000014,2021-03-14,0,385
Harrow,E09000015,2021-03-14,0,503
Havering,E09000016,2021-03-14,0,835
Hillingdon,E09000017,2021-03-14,0,622
Hounslow,E09000018,2021-03-14,1,558
Islington,E09000019,2021-03-14,0,292
Kensington and Chelsea,E09000020,2021-03-14,0,213
Kingston upon Thames,E09000021,2021-03-14,0,291
Lambeth,E09000022,2021-03-14,0,508
Lewisham,E09000023,2021-03-14,0,513
Merton,E09000024,2021-03-14,0,403
Newham,E09000025,2021-03-14,0,618
Redbridge,E09000026,2021-03-14,1,737
Richmond upon Thames,E09000027,2021-03-14,1,275
Southwark,E09000028,2021-03-14,0,338
Sutton,E09000029,2021-03-14,0,433
Tower Hamlets,E09000030,2021-03-14,0,393
Waltham Forest,E09000031,2021-03-14,0,470
Wandsworth,E09000032,2021-03-14,0,432
Westminster,E09000033,2021-03-14,0,302
Barking and Dagenham,E09000002,2021-03-15,0,463
Barnet,E09000003,2021-03-15,2,748
Bexley,E09000004,2021-03-15,1,562
Brent,E09000005,2021-03-15,0,690
Bromley,E09000006,2021-03-15,0,618
Camden,E09000007,2021-03-15,0,269
Croydon,E09000008,2021-03-15,0,801
Ealing,E09000009,2021-03-15,0,616
Enfield,E09000010,2021-03-15,1,582
Greenwich,E09000011,2021-03-15,0,436
Hackney and City of London,E09000012,2021-03-15,0,429
Hammersmith and Fulham,E09000013,2021-03-15,0,233
Haringey,E09000014,2021-03-15,0,385
Harrow,E09000015,2021-03-15,2,505
Havering,E09000016,2021-03-15,0,835
Hillingdon,E09000017,2021-03-15,0,622
Hounslow,E09000018,2021-03-15,0,558
Islington,E09000019,2021-03-15,0,292
Kensington and Chelsea,E09000020,2021-03-15,0,213
Kingston upon Thames,E09000021,2021-03-15,0,291
Lambeth,E09000022,2021-03-15,0,508
Lewisham,E09000023,2021-03-15,0,513
Merton,E09000024,2021-03-15,0,403
Newham,E09000025,2021-03-15,0,618
Redbridge,E09000026,2021-03-15,1,738
Richmond upon Thames,E09000027,2021-03-15,0,275
Southwark,E09000028,2021-03-15,0,338
Sutton,E09000029,2021-03-15,0,433
Tower Hamlets,E09000030,2021-03-15,0,393
Waltham Forest,E09000031,2021-03-15,0,470
Wandsworth,E09000032,2021-03-15,0,432
Westminster,E09000033,2021-03-15,0,302
Barking and Dagenham,E09000002,2021-03-16,0,463
Barnet,E09000003,2021-03-16,1,749
Bexley,E09000004,2021-03-16,0,562
Brent,E09000005,2021-03-16,0,690
Bromley,E09000006,2021-03-16,1,619
Camden,E09000007,2021-03-16,1,270
Croydon,E09000008,2021-03-16,0,801
Ealing,E09000009,2021-03-16,1,617
Enfield,E09000010,2021-03-16,0,582
Greenwich,E09000011,2021-03-16,0,436
Hackney and City of London,E09000012,2021-03-16,0,429
Hammersmith and Fulham,E09000013,2021-03-16,0,233
Haringey,E09000014,2021-03-16,0,385
Harrow,E09000015,2021-03-16,0,505
Havering,E09000016,2021-03-16,1,836
Hillingdon,E09000017,2021-03-16,0,622
Hounslow,E09000018,2021-03-16,0,558
Islington,E09000019,2021-03-16,0,292
Kensington and Chelsea,E09000020,2021-03-16,0,213
Kingston upon Thames,E09000021,2021-03-16,0,291
Lambeth,E09000022,2021-03-16,0,508
Lewisham,E09000023,2021-03-16,0,513
Merton,E09000024,2021-03-16,0,403
Newham,E09000025,2021-03-16,0,618
Redbridge,E09000026,2021-03-16,0,738
Richmond upon Thames,E09000027,2021-03-16,0,275
Southwark,E09000028,2021-03-16,0,338
Sutton,E09000029,2021-03-16,0,433
Tower Hamlets,E09000030,2021-03-16,0,393
Waltham Forest,E09000031,2021-03-16,0,470
Wandsworth,E09000032,2021-03-16,0,432
Westminster,E09000033,2021-03-16,0,302
Barking and Dagenham,E09000002,2021-03-17,0,463
Barnet,E09000003,2021-03-17,1,750
Bexley,E09000004,2021-03-17,0,562
Brent,E09000005,2021-03-17,0,690
Bromley,E09000006,2021-03-17,0,619
Camden,E09000007,2021-03-17,0,270
Croydon,E09000008,2021-03-17,0,801
Ealing,E09000009,2021-03-17,1,618
Enfield,E09000010,2021-03-17,0,582
Greenwich,E09000011,2021-03-17,0,436
Hackney and City of London,E09000012,2021-03-17,0,429
Hammersmith and Fulham,E09000013,2021-03-17,0,233
Haringey,E09000014,2021-03-17,0,385
Harrow,E09000015,2021-03-17,1,506
Havering,E09000016,2021-03-17,0,836
Hillingdon,E09000017,2021-03-17,1,623
Hounslow,E09000018,2021-03-17,0,558
Islington,E09000019,2021-03-17,0,292
Kensington and Chelsea,E09000020,2021-03-17,0,213
Kingston upon Thames,E09000021,2021-03-17,0,291
Lambeth,E09000022,2021-03-17,0,508
Lewisham,E09000023,2021-03-17,0,513
Merton,E09000024,2021-03-17,1,404
Newham,E09000025,2021-03-17,0,618
Redbridge,E09000026,2021-03-17,0,738
Richmond upon Thames,E09000027,2021-03-17,0,275
Southwark,E09000028,2021-03-17,0,338
Sutton,E09000029,2021-03-17,1,434
Tower Hamlets,E09000030,2021-03-17,0,393
Waltham Forest,E09000031,2021-03-17,1,471
Wandsworth,E09000032,2021-03-17,0,432
Westminster,E09000033,2021-03-17,0,302
Barking and Dagenham,E09000002,2021-03-18,0,463
Barnet,E09000003,2021-03-18,0,750
Bexley,E09000004,2021-03-18,0,562
Brent,E09000005,2021-03-18,0,690
Bromley,E09000006,2021-03-18,0,619
Camden,E09000007,2021-03-18,0,270
Croydon,E09000008,2021-03-18,0,801
Ealing,E09000009,2021-03-18,0,618
Enfield,E09000010,2021-03-18,0,582
Greenwich,E09000011,2021-03-18,0,436
Hackney and City of London,E09000012,2021-03-18,0,429
Hammersmith and Fulham,E09000013,2021-03-18,1,234
Haringey,E09000014,2021-03-18,0,385
Harrow,E09000015,2021-03-18,0,506
Havering,E09000016,2021-03-18,0,836
Hillingdon,E09000017,2021-03-18,1,624
Hounslow,E09000018,2021-03-18,0,558
Islington,E09000019,2021-03-18,0,292
Kensington and Chelsea,E09000020,2021-03-18,0,213
Kingston upon Thames,E09000021,2021-03-18,0,291
Lambeth,E09000022,2021-03-18,0,508
Lewisham,E09000023,2021-03-18,0,513
Merton,E09000024,2021-03-18,0,404
Newham,E09000025,2021-03-18,0,618
Redbridge,E09000026,2021-03-18,0,738
Richmond upon Thames,E09000027,2021-03-18,0,275
Southwark,E09000028,2021-03-18,0,338
Sutton,E09000029,2021-03-18,0,434
Tower Hamlets,E09000030,2021-03-18,1,394
Waltham Forest,E09000031,2021-03-18,0,471
Wandsworth,E09000032,2021-03-18,0,432
Westminster,E09000033,2021-03-18,0,302
Barking and Dagenham,E09000002,2021-03-19,0,463
Barnet,E09000003,2021-03-19,0,750
Bexley,E09000004,2021-03-19,0,562
Brent,E09000005,2021-03-19,0,690
Bromley,E09000006,2021-03-19,0,619
Camden,E09000007,2021-03-19,0,270
Croydon,E09000008,2021-03-19,0,801
Ealing,E09000009,2021-03-19,1,619
Enfield,E09000010,2021-03-19,0,582
Greenwich,E09000011,2021-03-19,0,436
Hackney and City of London,E09000012,2021-03-19,0,429
Hammersmith and Fulham,E09000013,2021-03-19,0,234
Haringey,E09000014,2021-03-19,0,385
Harrow,E09000015,2021-03-19,0,506
Havering,E09000016,2021-03-19,0,836
Hillingdon,E09000017,2021-03-19,0,624
Hounslow,E09000018,2021-03-19,0,558
Islington,E09000019,2021-03-19,0,292
Kensington and Chelsea,E09000020,2021-03-19,0,213
Kingston upon Thames,E09000021,2021-03-19,1,292
Lambeth,E09000022,2021-03-19,0,508
Lewisham,E09000023,2021-03-19,0,513
Merton,E09000024,2021-03-19,0,404
Newham,E09000025,2021-03-19,0,618
Redbridge,E09000026,2021-03-19,0,738
Richmond upon Thames,E09000027,2021-03-19,1,276
Southwark,E09000028,2021-03-19,0,338
Sutton,E09000029,2021-03-19,0,434
Tower Hamlets,E09000030,2021-03-19,0,394
Waltham Forest,E09000031,2021-03-19,0,471
Wandsworth,E09000032,2021-03-19,0,432
Westminster,E09000033,2021-03-19,0,302
Barking and Dagenham,E09000002,2021-03-20,0,463
Barnet,E09000003,2021-03-20,0,750
Bexley,E09000004,2021-03-20,0,562
Brent,E09000005,2021-03-20,0,690
Bromley,E09000006,2021-03-20,0,619
Camden,E09000007,2021-03-20,0,270
Croydon,E09000008,2021-03-20,0,801
Ealing,E09000009,2021-03-20,0,619
Enfield,E09000010,2021-03-20,0,582
Greenwich,E09000011,2021-03-20,1,437
Hackney and City of London,E09000012,2021-03-20,0,429
Hammersmith and Fulham,E09000013,2021-03-20,0,234
Haringey,E09000014,2021-03-20,0,385
Harrow,E09000015,2021-03-20,0,506
Havering,E09000016,2021-03-20,0,836
Hillingdon,E09000017,2021-03-20,1,625
Hounslow,E09000018,2021-03-20,0,558
Islington,E09000019,2021-03-20,0,292
Kensington and Chelsea,E09000020,2021-03-20,0,213
Kingston upon Thames,E09000021,2021-03-20,0,292
Lambeth,E09000022,2021-03-20,0,508
Lewisham,E09000023,2021-03-20,0,513
Merton,E09000024,2021-03-20,0,404
Newham,E09000025,2021-03-20,0,618
Redbridge,E09000026,2021-03-20,0,738
Richmond upon Thames,E09000027,2021-03-20,0,276
Southwark,E09000028,2021-03-20,0,338
Sutton,E09000029,2021-03-20,0,434
Tower Hamlets,E09000030,2021-03-20,0,394
Waltham Forest,E09000031,2021-03-20,0,471
Wandsworth,E09000032,2021-03-20,0,432
Westminster,E09000033,2021-03-20,0,302
Barking and Dagenham,E09000002,2021-03-21,0,463
Barnet,E09000003,2021-03-21,0,750
Bexley,E09000004,2021-03-21,0,562
Brent,E09000005,2021-03-21,2,692
Bromley,E09000006,2021-03-21,0,619
Camden,E09000007,2021-03-21,0,270
Croydon,E09000008,2021-03-21,0,801
Ealing,E09000009,2021-03-21,0,619
Enfield,E09000010,2021-03-21,0,582
Greenwich,E09000011,2021-03-21,0,437
Hackney and City of London,E09000012,2021-03-21,0,429
Hammersmith and Fulham,E09000013,2021-03-21,0,234
Haringey,E09000014,2021-03-21,0,385
Harrow,E09000015,2021-03-21,0,506
Havering,E09000016,2021-03-21,0,836
Hillingdon,E09000017,2021-03-21,0,625
Hounslow,E09000018,2021-03-21,0,558
Islington,E09000019,2021-03-21,0,292
Kensington and Chelsea,E09000020,2021-03-21,0,213
Kingston upon Thames,E09000021,2021-03-21,0,292
Lambeth,E09000022,2021-03-21,0,508
Lewisham,E09000023,2021-03-21,0,513
Merton,E09000024,2021-03-21,1,405
Newham,E09000025,2021-03-21,0,618
Redbridge,E09000026,2021-03-21,0,738
Richmond upon Thames,E09000027,2021-03-21,0,276
Southwark,E09000028,2021-03-21,0,338
Sutton,E09000029,2021-03-21,0,434
Tower Hamlets,E09000030,2021-03-21,0,394
Waltham Forest,E09000031,2021-03-21,0,471
Wandsworth,E09000032,2021-03-21,0,432
Westminster,E09000033,2021-03-21,0,302
Barking and Dagenham,E09000002,2021-03-22,0,463
Barnet,E09000003,2021-03-22,0,750
Bexley,E09000004,2021-03-22,0,562
Brent,E09000005,2021-03-22,0,692
Bromley,E09000006,2021-03-22,1,620
Camden,E09000007,2021-03-22,0,270
Croydon,E09000008,2021-03-22,0,801
Ealing,E09000009,2021-03-22,0,619
Enfield,E09000010,2021-03-22,0,582
Greenwich,E09000011,2021-03-22,0,437
Hackney and City of London,E09000012,2021-03-22,0,429
Hammersmith and Fulham,E09000013,2021-03-22,0,234
Haringey,E09000014,2021-03-22,1,386
Harrow,E09000015,2021-03-22,0,506
Havering,E09000016,2021-03-22,0,836
Hillingdon,E09000017,2021-03-22,1,626
Hounslow,E09000018,2021-03-22,1,559
Islington,E09000019,2021-03-22,0,292
Kensington and Chelsea,E09000020,2021-03-22,0,213
Kingston upon Thames,E09000021,2021-03-22,1,293
Lambeth,E09000022,2021-03-22,1,509
Lewisham,E09000023,2021-03-22,0,513
Merton,E09000024,2021-03-22,0,405
Newham,E09000025,2021-03-22,1,619
Redbridge,E09000026,2021-03-22,0,738
Richmond upon Thames,E09000027,2021-03-22,0,276
Southwark,E09000028,2021-03-22,0,338
Sutton,E09000029,2021-03-22,0,434
Tower Hamlets,E09000030,2021-03-22,0,394
Waltham Forest,E09000031,2021-03-22,0,471
Wandsworth,E09000032,2021-03-22,0,432
Westminster,E09000033,2021-03-22,0,302
Barking and Dagenham,E09000002,2021-03-23,0,463
Barnet,E09000003,2021-03-23,0,750
Bexley,E09000004,2021-03-23,0,562
Brent,E09000005,2021-03-23,0,692
Bromley,E09000006,2021-03-23,0,620
Camden,E09000007,2021-03-23,0,270
Croydon,E09000008,2021-03-23,0,801
Ealing,E09000009,2021-03-23,1,620
Enfield,E09000010,2021-03-23,0,582
Greenwich,E09000011,2021-03-23,0,437
Hackney and City of London,E09000012,2021-03-23,0,429
Hammersmith and Fulham,E09000013,2021-03-23,0,234
Haringey,E09000014,2021-03-23,0,386
Harrow,E09000015,2021-03-23,0,506
Havering,E09000016,2021-03-23,0,836
Hillingdon,E09000017,2021-03-23,0,626
Hounslow,E09000018,2021-03-23,0,559
Islington,E09000019,2021-03-23,0,292
Kensington and Chelsea,E09000020,2021-03-23,0,213
Kingston upon Thames,E09000021,2021-03-23,0,293
Lambeth,E09000022,2021-03-23,0,509
Lewisham,E09000023,2021-03-23,0,513
Merton,E09000024,2021-03-23,0,405
Newham,E09000025,2021-03-23,0,619
Redbridge,E09000026,2021-03-23,0,738
Richmond upon Thames,E09000027,2021-03-23,0,276
Southwark,E09000028,2021-03-23,0,338
Sutton,E09000029,2021-03-23,0,434
Tower Hamlets,E09000030,2021-03-23,1,395
Waltham Forest,E09000031,2021-03-23,0,471
Wandsworth,E09000032,2021-03-23,0,432
Westminster,E09000033,2021-03-23,0,302
Barking and Dagenham,E09000002,2021-03-24,0,463
Barnet,E09000003,2021-03-24,0,750
Bexley,E09000004,2021-03-24,0,562
Brent,E09000005,2021-03-24,0,692
Bromley,E09000006,2021-03-24,0,620
Camden,E09000007,2021-03-24,0,270
Croydon,E09000008,2021-03-24,0,801
Ealing,E09000009,2021-03-24,0,620
Enfield,E09000010,2021-03-24,0,582
Greenwich,E09000011,2021-03-24,0,437
Hackney and City of London,E09000012,2021-03-24,0,429
Hammersmith and Fulham,E09000013,2021-03-24,0,234
Haringey,E09000014,2021-03-24,0,386
Harrow,E09000015,2021-03-24,0,506
Havering,E09000016,2021-03-24,0,836
Hillingdon,E09000017,2021-03-24,0,626
Hounslow,E09000018,2021-03-24,1,560
Islington,E09000019,2021-03-24,0,292
Kensington and Chelsea,E09000020,2021-03-24,0,213
Kingston upon Thames,E09000021,2021-03-24,0,293
Lambeth,E09000022,2021-03-24,0,509
Lewisham,E09000023,2021-03-24,1,514
Merton,E09000024,2021-03-24,0,405
Newham,E09000025,2021-03-24,0,619
Redbridge,E09000026,2021-03-24,0,738
Richmond upon Thames,E09000027,2021-03-24,2,278
Southwark,E09000028,2021-03-24,1,339
Sutton,E09000029,2021-03-24,0,434
Tower Hamlets,E09000030,2021-03-24,0,395
Waltham Forest,E09000031,2021-03-24,0,471
Wandsworth,E09000032,2021-03-24,0,432
Westminster,E09000033,2021-03-24,1,303
Barking and Dagenham,E09000002,2021-03-25,0,463
Barnet,E09000003,2021-03-25,0,750
Bexley,E09000004,2021-03-25,0,562
Brent,E09000005,2021-03-25,0,692
Bromley,E09000006,2021-03-25,0,620
Camden,E09000007,2021-03-25,0,270
Croydon,E09000008,2021-03-25,0,801
Ealing,E09000009,2021-03-25,0,620
Enfield,E09000010,2021-03-25,1,583
Greenwich,E09000011,2021-03-25,0,437
Hackney and City of London,E09000012,2021-03-25,0,429
Hammersmith and Fulham,E09000013,2021-03-25,0,234
Haringey,E09000014,2021-03-25,0,386
Harrow,E09000015,2021-03-25,0,506
Havering,E09000016,2021-03-25,0,836
Hillingdon,E09000017,2021-03-25,0,626
Hounslow,E09000018,2021-03-25,0,560
Islington,E09000019,2021-03-25,0,292
Kensington and Chelsea,E09000020,2021-03-25,0,213
Kingston upon Thames,E09000021,2021-03-25,0,293
Lambeth,E09000022,2021-03-25,0,509
Lewisham,E09000023,2021-03-25,0,514
Merton,E09000024,2021-03-25,0,405
Newham,E09000025,2021-03-25,0,619
Redbridge,E09000026,2021-03-25,0,738
Richmond upon Thames,E09000027,2021-03-25,0,278
Southwark,E09000028,2021-03-25,0,339
Sutton,E09000029,2021-03-25,0,434
Tower Hamlets,E09000030,2021-03-25,0,395
Waltham Forest,E09000031,2021-03-25,0,471
Wandsworth,E09000032,2021-03-25,0,432
Westminster,E09000033,2021-03-25,0,303
Barking and Dagenham,E09000002,2021-03-26,0,463
Barnet,E09000003,2021-03-26,0,750
